,PDB code,Resolution (A),Bnet
822,6LUS,1.4,5.403583816
823,5FXP,2.6,5.402435885
824,6O89,2.09,5.40210203
825,5TUV,2.9,5.40094715
826,6ZYP,1.4,5.399975886
827,2V9X,2.2,5.398709073
828,4DHG,1.9,5.398081665
829,3SP7,1.4,5.397885907
830,3TN9,3,5.396364033
831,7LVB,2.25,5.39441644
832,1QKO,2.1,5.393219472
833,5RPI,1.03,5.389833805
834,6SQP,1.21,5.388541895
835,2HAZ,1.7,5.384413346
836,5RP9,1.48,5.383531623
837,8DQ2,1.8,5.383452572
838,8VMX,1.45,5.383121011
839,3K9W,1.6,5.380661106
840,4OW5,1.9,5.380446533
841,7X4L,2.59,5.374043884
842,4NAY,1.42,5.373746324
843,3ZE5,3.1,5.373487549
844,5ZK3,2.6,5.373074332
845,6QH9,2.27,5.373062361
846,3B9W,1.3,5.370611101
847,2Y00,2.5,5.366479709
848,5V7P,2.3,5.365836203
849,1G2R,1.35,5.363655252
850,3BVA,1.05,5.360429329
851,3PCZ,1.5,5.360094969
852,2ECS,1.4,5.359816834
853,4NYJ,2.85,5.358076108
854,9DA9,2.05,5.357904924
855,7PYZ,1.6,5.356597012
856,7SKF,1.28,5.355826512
857,3FBX,2.4,5.355812156
858,5W8P,1.69,5.354593585
859,5VX9,1.82,5.352558035
860,5N21,1.58,5.351701616
861,4JVF,2.4,5.351467369
862,6P1G,2.05,5.351272067
863,5DHD,1.27,5.348024397
864,6BKK,2,5.346419036
865,5RCZ,1.04,5.345751562
866,5ZKC,2.3,5.344871888
867,5MPR,1.6,5.34168204
868,5MDT,1.62,5.341303776
869,6PI6,1.65,5.340353811
870,8RW0,1.94,5.33810047
871,5AG8,1.9,5.33613543
872,5VN7,2.7,5.335138313
873,3B74,1.9,5.330377511
874,5Y0G,1.54,5.330275308
875,8B2E,1.1,5.32599612
876,7FJH,1.79,5.324408412
877,4NPR,2.5,5.320836457
878,5RP7,1.15,5.320464205
879,4P1J,2.62,5.319075965
880,2Z14,1.68,5.316415751
881,5IMF,1.04,5.314180667
882,4I6T,2,5.313377226
883,5JED,1.33,5.311437183
884,2EIQ,1.9,5.305439289
885,6NOR,2.4,5.303084596
886,7XIG,2.25,5.301954273
887,4DP7,1.08,5.299022403
888,5RCX,1.04,5.297914198
889,4K9J,1.7,5.297475631
890,2XEN,2.2,5.293495074
891,6VC5,1.5,5.288838734
892,7TYD,2.86,5.288118468
893,3MGL,2.25,5.287547539
894,5FPG,2.75,5.287037363
895,8PF2,2.1,5.285107076
896,3UG9,2.3,5.284914469
897,8C3J,3.02,5.284909411
898,1CQM,1.65,5.281421698
899,6OKD,1.85,5.281285666
900,8HWY,2.32,5.278840049
901,3JUY,2.5,5.277431837
902,2VXI,1.91,5.277277244
903,8GOJ,1.38,5.277162434
904,8VN7,1.67,5.275872174
905,8ECF,2.74,5.275029965
906,6TWV,2.55,5.274431388
907,6YBZ,2.35,5.273494376
908,5HDJ,1.89,5.273490923
909,9AVW,1.75,5.27324823
910,7UOI,1.6,5.272251032
911,7SJT,1.54,5.271582764
912,3HAR,1.7,5.271193137
913,5D8P,2.35,5.270841691
914,6K9T,1.46,5.270517111
915,8PZ4,1.77,5.26770582
916,4U5L,2.53,5.262710503
917,8CIC,2.1,5.262155672
918,4B6F,2.89,5.261861365
919,6OMN,2.68,5.261407718
920,9JWS,2.5,5.257467482
921,5XWE,1.8,5.255984681
922,4AXJ,1.62,5.255967861
923,1OXX,1.45,5.255749234
924,3ZJQ,1.9,5.253387166
925,5ROW,1.21,5.252386566
926,3EHT,3.4,5.248233204
927,4LZK,1.89,5.247852494
928,1L0D,1.53,5.247813737
929,7CQB,1.86,5.246606619
930,5ROH,1.04,5.242622165
931,3IKP,1.75,5.241453704
932,6J58,1.52,5.234016933
933,7BHS,1.05,5.233995773
934,4EPA,3.2,5.232700551
935,7TQ0,1.81,5.231057367
936,4X29,2.4,5.227469109
937,3WWL,1.2,5.226205607
938,7RIC,1.95,5.225846739
939,9DEB,2.54,5.225821123
940,6MAX,1.42,5.222459431
941,4PIT,1.55,5.221865645
942,2QEI,1.85,5.219425802
943,2YD1,1.8,5.217729858
944,5NLH,1.1,5.213619705
945,8OTY,1.9,5.211246774
946,5EDD,1.97,5.209903168
947,4UHC,1.03,5.209665343
948,3ARZ,1.82,5.207767067
949,4V15,1.5,5.207073907
950,6NLE,2.62,5.205679917
951,6PI5,1.67,5.205628405
952,8Q2A,2.2,5.205264466
953,4AVT,3.2,5.205022208
954,5RP6,1.17,5.20398485
955,3KI3,1.27,5.199060653
956,1UZB,1.4,5.197679324
957,8A5C,1.95,5.19702787
958,7ODP,1.4,5.196245195
959,3ZXK,1.44,5.195229434
960,7E64,2.9,5.193928564
961,7AA0,1.82,5.193564916
962,1MFG,1.25,5.192659677
963,5AWZ,1.57,5.192636912
964,3DUF,2.5,5.191434849
965,5FJG,2,5.187919629
966,2ZKH,2.04,5.186007861
967,4OD1,2.69,5.185012986
968,5RON,1.22,5.184241836
969,7PYO,1.4,5.182967963
970,4I61,1.64,5.18144664
971,7UQ0,2,5.180896913
972,2ZPI,1.49,5.179199965
973,5KVR,1.36,5.175749664
974,7MSE,1.27,5.173581286
975,3C73,2.5,5.171864219
976,5Z49,2.15,5.171431222
977,2IYV,1.35,5.17019001
978,4AUC,1.6,5.168692466
979,6DPP,1.45,5.167584469
980,8DRJ,2.4,5.16603934
981,3OTK,2.3,5.165675587
982,8SG7,2.4,5.164855586
983,2JJS,1.85,5.164378769
984,5RBZ,1.14,5.163860058
985,9JU1,1.45,5.163186059
986,5V0S,2.01,5.16176218
987,1VFY,1.15,5.161104028
988,3GOR,2.51,5.160332169
989,5CYJ,1.79,5.159438566
990,1JCD,1.3,5.155830846
991,4AM5,1.58,5.152511595
992,5ETD,1.4,5.144931367
993,3FPR,1.63,5.144176963
994,5B7Q,1.49,5.143850392
995,5MCL,2,5.143067021
996,5IMC,1.05,5.142602701
997,4HEQ,1.3,5.141933656
998,4OBK,1.65,5.140412928
999,3EXG,3.01,5.139853819
1000,1C75,0.97,5.13922387
1001,8ENB,2.35,5.13474876
1002,4NXR,1.9,5.13360709
1003,6V57,1.7,5.133047278
1004,8TW3,2.9,5.130881133
1005,3IOQ,1.87,5.129537884
1006,3RA8,2.7,5.128822233
1007,6V2K,2.6,5.126904361
1008,6HKR,1.5,5.125648538
1009,6K6U,2.27,5.123593356
1010,3PQB,2.32,5.123437516
1011,4RQG,1.66,5.121704955
1012,4CU5,2.24,5.116764723
1013,6KJK,1.3,5.113106472
1014,2VNF,1.76,5.112745034
1015,7UI4,2.51,5.112481033
1016,5JRT,1.53,5.11197771
1017,8J4L,1.45,5.110017131
1018,6EJ3,1.94,5.109089613
1019,4YYR,1.35,5.104206987
1020,9URH,1.82,5.103576691
1021,3ZRS,3.05,5.102019633
1022,6UVP,1.56,5.09974732
1023,7EK9,1.1,5.097604603
1024,4OQ3,2.3,5.097198131
1025,5CSZ,1.8,5.093304225
1026,5JF4,2.4,5.089096116
1027,8W3P,3.2,5.086784298
1028,3VRB,2.91,5.085067375
1029,3USP,2.1,5.08430152
1030,7GUO,1.8,5.084292446
1031,6XJZ,2.49,5.083708186
1032,5MTE,1.4,5.083554072
1033,4DKC,1.85,5.080507273
1034,5Q10,2.2,5.077106068
1035,5A3C,2.03,5.075533172
1036,1I5L,2.75,5.074759203
1037,4QNK,1.75,5.073875101
1038,6CKP,1.15,5.067687486
1039,3RTW,2.1,5.066430794
1040,4EXY,1.47,5.066326662
1041,5KDE,2.65,5.066081166
1042,5Y7W,2.25,5.06600126
1043,3C3F,2,5.060230007
1044,7T1K,1.25,5.059814868
1045,7D9Z,1.12,5.059742999
1046,4OQ9,1.45,5.059248978
1047,6OVI,1.6,5.057721035
1048,6HCP,1.83,5.056350342
1049,6US8,1.7,5.054029959
1050,5MCM,2,5.052201252
1051,8SVH,1.16,5.049941432
1052,4IHC,2,5.049149788
1053,6TSY,2.25,5.04290131
1054,4OY6,1.29,5.04202038
1055,2BV2,1.55,5.036193793
1056,4KJD,2.21,5.035418503
1057,4CO0,1.4,5.034740802
1058,5A6I,1.86,5.034441053
1059,8A2C,1.6,5.031844438
1060,6T5Y,1.3,5.031655798
1061,7GUM,1.8,5.031337834
1062,9ZDI,1.02,5.031250415
1063,4E4U,1.35,5.028982055
1064,8TAB,2.26,5.028980458
1065,6S3X,1.72,5.028676603
1066,6VZE,1.9,5.028108768
1067,3IEJ,2.18,5.027910101
1068,2CKW,2.3,5.027850348
1069,8TW1,1.27,5.026651528
1070,7L2Y,1.98,5.026626221
1071,5RP1,1.11,5.02150144
1072,5AH7,1.55,5.020593698
1073,4IGM,2.39,5.0201881
1074,2Y01,2.6,5.018977731
1075,8IQY,2.1,5.017808819
1076,5MSP,2.41,5.01628383
1077,8T0B,2.1,5.012739491
1078,7N5J,2.82,5.011718986
1079,5HL3,1.4,5.011260134
1080,4CPF,1.14,5.00983432
1081,3NDO,1.25,5.008967684
1082,8AD9,1.43,5.007743834
1083,5GGL,1.27,5.006152484
1084,5KEH,1.55,5.00592333
1085,7NF1,1.77,5.004241757
1086,5FLG,2.04,5.001984619
1087,4KQC,1.62,5.001920458
1088,5BNO,2.15,5.000424932
1089,6A8R,1.6,4.999161635
1090,8DGR,1.56,4.998524406
1091,2WCJ,1.4,4.99843169
1092,7S56,1.4,4.998078438
1093,5M25,2.43,4.99729894
1094,5ZI6,2.2,4.994773622
1095,1UPG,1.8,4.992029676
1096,8UZP,2.71,4.991875224
1097,3WQ1,1.3,4.989186708
1098,4KQW,1.39,4.986856585
1099,7TVC,1.19,4.986399339
1100,7Z7Q,1.6,4.986196324
1101,4JHZ,2.83,4.983488113
1102,7VEN,1.45,4.98259966
1103,8DAC,1.19,4.981813376
1104,7XQZ,2,4.980142498
1105,3ZOR,2.95,4.976414993
1106,4NNS,1.53,4.975540348
1107,4RTS,2.49,4.974324059
1108,5A8T,2,4.973691706
1109,6B38,1.48,4.973395244
1110,5INY,1.04,4.970148443
1111,4NAA,1.67,4.968773377
1112,6EQG,1.8,4.96849657
1113,6PBV,1.57,4.968485866
1114,3H3O,2.3,4.968404544
1115,7NFG,1.09,4.968244915
1116,6R1W,1.35,4.96760278
1117,6H7V,2.54,4.965723328
1118,6X7W,1.7,4.964472804
1119,3DNJ,1.15,4.963193658
1120,5ITC,2,4.961923096
1121,2VYX,1.5,4.961373457
1122,6AIN,2.48,4.96066846
1123,5OM1,2.1,4.959356839
1124,5YPK,2,4.958967995
1125,7PSO,1.52,4.958032786
1126,6VNC,2.3,4.955994303
1127,2UX7,1.3,4.954320976
1128,4YSS,1.5,4.953305076
1129,4ABJ,1.45,4.953251716
1130,7BHG,2.09,4.951575953
1131,3BRU,2.3,4.94702974
1132,7XRU,2.5,4.942310804
1133,4BX7,2.26,4.942226414
1134,9BIZ,2.5,4.939450289
1135,3NR6,1.97,4.938741503
1136,3AHW,1.03,4.93827482
1137,7PFH,1.5,4.937377501
1138,1UPX,1.25,4.935204482
1139,7RP2,2.2,4.934932972
1140,3D4Y,1.52,4.934164149
1141,6PD6,2.87,4.934128048
1142,5YUF,1.6,4.929294754
1143,7Q35,2,4.928467739
1144,5CJ6,2.07,4.926849137
1145,4BJ0,1,4.926642539
1146,5OPY,2.26,4.926278956
1147,5BNN,2.32,4.917219135
1148,5FFV,1.3,4.915001178
1149,6A7K,1.9,4.91387804
1150,4BX5,1.43,4.911339875
1151,1K47,2.42,4.91053355
1152,5MR9,2.4,4.90995388
1153,6GIT,1.42,4.906236643
1154,3LJN,2.9,4.904189636
1155,1HYQ,2.6,4.903635272
1156,3KAN,1.13,4.902723368
1157,5GX5,1.6,4.90263972
1158,5VMN,1.65,4.901695103
1159,4IYJ,1.37,4.899308356
1160,8UOW,1.6,4.898533969
1161,2QF0,2.5,4.894205414
1162,3JW6,2.3,4.893149161
1163,6FHQ,1.95,4.892361449
1164,6RZ9,2.73,4.891710552
1165,3IN1,2.15,4.89065674
1166,6JZL,2.32,4.890512991
1167,7W9H,2.28,4.888980673
1168,5VN1,1.25,4.888615316
1169,8CUO,1.47,4.88806632
1170,8JSC,2.16,4.887799394
1171,2ECU,1.3,4.887681212
1172,5WXH,1.3,4.884730479
1173,5Z9A,2.79,4.884197224
1174,4YYS,1.35,4.882081815
1175,6LVQ,1.38,4.881020822
1176,1QKP,2.1,4.880097562
1177,6Z7O,2.33,4.879907344
1178,7EPF,2.7,4.876787007
1179,2HA8,1.6,4.875125579
1180,7TZX,1.41,4.874471677
1181,4S0V,2.5,4.87331249
1182,6G65,1.15,4.871849219
1183,8W1D,1.3,4.871292911
1184,4RAV,2.5,4.87080636
1185,5ITE,2.18,4.870038382
1186,5F7T,2.29,4.869643196
1187,2ANN,2.3,4.867281253
1188,1KR7,1.5,4.866363995
1189,3DSZ,2,4.864415319
1190,6Z96,1.33,4.863408141
1191,3B7Q,2.03,4.863380869
1192,3PJN,1.7,4.862974641
1193,6GXX,1.85,4.862305675
1194,7K4R,1.57,4.857633048
1195,7TCQ,2.02,4.856384125
1196,6D91,2.36,4.856362178
1197,6P60,2.5,4.854490297
1198,1PVM,1.5,4.852610188
1199,1TXY,2,4.851849392
1200,6TTS,2.5,4.851789236
1201,4YE3,1.35,4.850096133
1202,4NLM,1.18,4.849609648
1203,4MMF,2.7,4.849402781
1204,2Y77,1.5,4.848927219
1205,6PT8,1.4,4.84884357
1206,3VO9,2.71,4.846549222
1207,3A8M,1.32,4.845399932
1208,8CYH,3.38,4.843915526
1209,2XF3,1.55,4.843614859
1210,4PAI,1.4,4.843467122
1211,5NW3,0.59,4.843020264
1212,5IZM,3.4,4.842255696
1213,7OML,2.9,4.840903916
1214,6OCD,2.1,4.840602783
1215,8W97,2.9,4.840202443
1216,1Y55,1,4.840041666
1217,3R4Y,2,4.839820544
1218,5IQ9,2.4,4.837687637
1219,8FUX,1.2,4.837512397
1220,2BDR,1.6,4.837419117
1221,7DCN,1.7,4.836014649
1222,6NMU,2.55,4.835988841
1223,8HDJ,1.85,4.835972833
1224,5OVV,1.4,4.835515558
1225,5CFJ,1.25,4.83494173
1226,6REG,1.3,4.833236061
1227,4OVJ,1.65,4.833100147
1228,8Z2Q,2.99,4.832696802
1229,6C6Z,2.1,4.832669418
1230,8VMZ,1.57,4.831700312
1231,8AXT,1.59,4.830806236
1232,9B75,1.95,4.830534096
1233,1OKO,1.6,4.829635468
1234,7V11,1.47,4.829480713
1235,2OQA,1.4,4.828927639
1236,5DPM,2.1,4.828103813
1237,6RD2,1,4.827873525
1238,5TGV,2.97,4.827730326
1239,5N5I,2.2,4.826889133
1240,2WAO,1.8,4.822521779
1241,7TDQ,2.5,4.822061249
1242,4Q51,1.9,4.821511009
1243,2Z3H,1.5,4.821169455
1244,2V5I,1.6,4.821127283
1245,7LFD,2.16,4.819981619
1246,8DUI,2.04,4.819449243
1247,5GRY,1.64,4.817918327
1248,4M52,2.4,4.816566556
1249,1LJO,1.95,4.815935667
1250,7QJR,1.51,4.814907088
1251,3R4H,2.7,4.814827821
1252,6Y38,1.7,4.813433943
1253,9G34,1.3,4.80850812
1254,4W73,2.79,4.807846686
1255,5T9Z,1.4,4.806515434
1256,4X9D,1.5,4.804359662
1257,5ZJM,2.32,4.804047793
1258,5ZKT,1.74,4.803042612
1259,1EEU,1.6,4.801816023
1260,5KUG,1.9,4.800102452
1261,6OZ2,2.55,4.79763052
1262,2XMT,1.5,4.796159195
1263,6D0T,1.63,4.795826384
1264,7AEZ,1.02,4.795587787
1265,5KUX,1.8,4.791514435
1266,4I35,1.5,4.790622351
1267,5GQI,1.3,4.79001731
1268,5RP3,1.09,4.789224648
1269,2H6N,1.5,4.789055141
1270,8HOA,1.68,4.788026271
1271,1LC3,1.5,4.787532169
1272,5RDO,1.06,4.786680172
1273,6W5H,1.85,4.78594044
1274,8IQ5,1.38,4.784880238
1275,7KCC,1.32,4.784109052
1276,3ECG,1.18,4.783275298
1277,7R84,1.34,4.782878497
1278,6SAW,3,4.782776399
1279,1MUF,2.26,4.781747837
1280,6NDV,1.5,4.781405792
1281,5RPZ,1.22,4.781154957
1282,7CIV,1.85,4.780602027
1283,2VWR,1.3,4.780035024
1284,8DA0,2.2,4.779252147
1285,4PW9,2.49,4.778813538
1286,9B26,1.65,4.77717845
1287,7XRR,2.89,4.775832722
1288,2OU6,1.8,4.775484599
1289,7ALX,1.8,4.775134112
1290,5N4J,1.5,4.774907689
1291,6U1Q,2.87,4.773465286
1292,3EP3,1.84,4.772889695
1293,3U0T,2.5,4.772525842
1294,4KXZ,2.83,4.772353064
1295,6HKW,3.09,4.772018864
1296,5N7X,1.12,4.770053483
1297,4HOQ,2.07,4.769418055
1298,5TJJ,2.5,4.768061401
1299,4M5T,2,4.767564584
1300,4IYA,1.55,4.765788286
1301,3V1O,1.88,4.764350359
1302,4NZK,1.49,4.763442566
1303,1UCQ,2.4,4.762314379
1304,2XMV,1.8,4.762087191
1305,3HOJ,2.2,4.760024358
1306,4NNU,2.81,4.759453625
1307,7D4J,2.09,4.759270976
1308,8SXS,1.57,4.759068727
1309,5WI6,2.72,4.758492571
1310,8E7F,2,4.758277933
1311,6AIC,1.8,4.756279384
1312,6JK4,1.06,4.755153058
1313,5L18,1.8,4.753690805
1314,2B4A,2.42,4.753049409
1315,6NLG,1.5,4.752598791
1316,6ILW,1.57,4.752553628
1317,8VMS,1.42,4.752032369
1318,7D18,1.33,4.750630526
1319,3UP3,1.25,4.750515868
1320,6Z4G,1.45,4.748845681
1321,6XKR,2.59,4.747386133
1322,7WNN,1.53,4.74690057
1323,6NAL,2.3,4.746085945
1324,5FBE,1.43,4.745383125
1325,1OXS,1.65,4.744747292
1326,5O8M,1.45,4.744741259
1327,8YM1,1.9,4.744095528
1328,1OUS,1.2,4.741791491
1329,5HRE,1.75,4.738553766
1330,9FD5,1.31,4.736839885
1331,5Z3W,2.29,4.735476228
1332,5DDZ,1.5,4.735090821
1333,6N81,2.58,4.734260514
1334,9QZ1,2.45,4.732512043
1335,5BMH,1.6,4.731490319
1336,5HE5,1.55,4.730848568
1337,1H2S,1.93,4.729956183
1338,6EID,2.39,4.729733141
1339,6ZII,2.5,4.728353491
1340,7YO9,1.75,4.727969606
1341,6U3Z,1.99,4.727401616
1342,4CK0,2.92,4.726971199
1343,2G13,1.61,4.72585359
1344,6UDV,1.35,4.724120866
1345,2W1W,1.55,4.723607476
1346,6DP7,1.38,4.720911819
1347,2A38,2,4.720308997
1348,5OTJ,2.35,4.720187463
1349,7L79,2.83,4.719834124
1350,6XA0,2.15,4.718878951
1351,1TQ5,1.76,4.718300351
1352,8YEW,1.9,4.71740093
1353,1V37,1.4,4.716745193
1354,4RUC,2.9,4.716254249
1355,3KEJ,2.3,4.715761851
1356,6IUJ,2.25,4.715016048
1357,3F0D,1.2,4.714853407
1358,2W60,1.5,4.71460198
1359,2ZPB,1.3,4.714507983
1360,2DLB,1.2,4.714304396
1361,6AXL,2.4,4.713881378
1362,8FRD,1.68,4.711207635
1363,5YIQ,2.6,4.710731889
1364,3W8H,2.43,4.709524755
1365,8J17,1.97,4.708076334
1366,5NB7,1.33,4.707573114
1367,5EV0,2.1,4.706596999
1368,8FA9,2.45,4.704393534
1369,7THF,1.1,4.701815841
1370,6OD5,2.05,4.700413656
1371,1YU0,1.56,4.699531387
1372,6IPY,1.34,4.697240592
1373,6CQC,1.54,4.694819982
1374,1II5,1.6,4.691231917
1375,7RAC,2.36,4.691160062
1376,5AH8,1.26,4.690406745
1377,4UBM,2.4,4.69011441
1378,4N13,1.3,4.688524253
1379,6JTT,2.51,4.688501475
1380,5XD0,1.79,4.688499217
1381,5AH6,1.5,4.68748734
1382,8GZ6,1.35,4.685855632
1383,3EDG,1.27,4.684183988
1384,5FT3,1.43,4.683106365
1385,1KE4,1.72,4.682397914
1386,6KFB,1.55,4.68196512
1387,4I86,2.1,4.681202153
1388,3TRH,2.2,4.680680596
1389,7S7M,3,4.679984574
1390,6SUT,1.2,4.679322421
1391,4WJI,1.4,4.67744462
1392,3IL0,2.2,4.675166545
1393,4TLS,1.35,4.675092509
1394,5I5O,2.68,4.674622111
1395,7XUW,1.8,4.668803669
1396,7XR5,1.58,4.666998794
1397,7V6T,1.5,4.665565257
1398,2NN2,2.1,4.665188183
1399,6IUX,1.2,4.664839759
1400,1UP3,1.6,4.664370154
1401,4ILE,2.68,4.660912982
1402,6O0L,2.2,4.660290554
1403,6B3X,2.3,4.658408354
1404,2X7V,2.3,4.658171519
1405,7VIS,1.85,4.657211257
1406,3CN2,1.52,4.656171124
1407,5XD9,2.6,4.654888826
1408,6EGT,2.5,4.654629861
1409,2OL6,1.6,4.654257871
1410,4N4B,1.44,4.653384816
1411,3LQG,1.35,4.65236684
1412,6R1D,1.1,4.651546359
1413,5KXB,2.33,4.650214817
1414,6WKM,2.1,4.650185384
1415,4U5N,2.31,4.645358778
1416,6AIG,2,4.644652176
1417,4YN1,1.9,4.644036056
1418,6H06,2.63,4.64311619
1419,8FH5,1.62,4.642939088
1420,6S4D,1.8,4.64018521
1421,3OYP,2.76,4.639207572
1422,3LWA,1.75,4.637703143
1423,4O1R,1.4,4.636686178
1424,6RMF,1.51,4.635974022
1425,2HOI,2.6,4.635863854
1426,4E4P,1.92,4.634828048
1427,7CY3,1.27,4.634512456
1428,5Z28,2.25,4.634083204
1429,1SCW,1.13,4.63378905
1430,4WXV,2.1,4.632917457
1431,1USF,1.3,4.631944699
1432,7ONE,1.3,4.631937142
1433,1UY0,1.65,4.628092101
1434,1MXF,2.3,4.626313937
1435,4JPI,2.1,4.625726141
1436,5XTT,1.75,4.624514392
1437,9BK9,1.78,4.622402135
1438,6TCB,1.35,4.622157979
1439,7F5I,1.65,4.621708129
1440,5IMT,2.7,4.620765614
1441,6F7W,1.28,4.619906137
1442,2FYQ,1.5,4.618813781
1443,1LL9,1.87,4.618741219
1444,5NLS,1.75,4.618021124
1445,6RKY,2.79,4.617852702
1446,6NRH,1.5,4.617129996
1447,4YHX,2.15,4.615540411
1448,7T71,2.19,4.613124888
1449,4M93,2.09,4.611091925
1450,3LNO,2.1,4.610499029
1451,6OZF,1.8,4.610276187
1452,7EKR,2.17,4.609579006
1453,6STL,1.3,4.608788383
1454,5YL8,1.79,4.608438648
1455,1WZW,2.4,4.608336821
1456,2FR2,1.5,4.599822824
1457,6KIR,1.55,4.599797946
1458,7RLM,1.8,4.599369375
1459,3GRH,1.7,4.599231298
1460,6KL6,2.77,4.59731616
1461,6KIS,1.54,4.597239712
1462,2JFB,2.5,4.596663291
1463,2WJQ,2,4.594888026
1464,2VI6,2.6,4.594094314
1465,7DT5,1.25,4.592257183
1466,6RIY,1.63,4.591871631
1467,4ZAN,1.76,4.590226945
1468,2J7Q,1.8,4.589566713
1469,3WYL,2.68,4.586393087
1470,5XJ8,2.41,4.585997379
1471,5H9R,1.58,4.585984157
1472,5B3N,1.94,4.585665491
1473,5JF7,2.1,4.582017245
1474,4BBO,1.6,4.581520532
1475,3UTX,2.47,4.580872597
1476,5I1W,2.15,4.580787784
1477,6PRF,1.21,4.579172053
1478,3DUE,1.85,4.579051875
1479,5CKV,2.79,4.578845878
1480,5XBM,3.5,4.578838372
1481,6G62,1.5,4.578417497
1482,6IEM,2.2,4.577644313
1483,1QWK,1.6,4.577249907
1484,4LI8,2.52,4.577093743
1485,3T42,1.28,4.576933659
1486,3JVB,2.17,4.576387177
1487,7OLB,1.1,4.575672449
1488,2YHT,2.9,4.570581948
1489,5K1N,1.81,4.570307476
1490,8QE0,1.12,4.569340573
1491,5MW5,2.7,4.568955863
1492,6INO,3.05,4.568079587
1493,6SHM,1.9,4.567088371
1494,5M1K,1.2,4.56685178
1495,1MPL,1.12,4.566268263
1496,7CY9,1.36,4.56583934
1497,3WWF,1.6,4.563921429
1498,5NBM,3.4,4.56347813
1499,6PK8,2.91,4.562177466
1500,5O99,0.87,4.560596275
1501,4XYB,1.38,4.560112794
1502,6EVO,1.55,4.559801417
1503,3D9L,2.2,4.559685729
1504,6B87,2.95,4.557759519
1505,6K39,1.4,4.557201813
1506,9F8T,1.71,4.55662349
1507,4TYQ,1.65,4.554700348
1508,8A27,1.07,4.554465248
1509,6AK3,2.9,4.554148603
1510,7AJ0,2.5,4.553884474
1511,3JSC,1.5,4.553285216
1512,8G1H,2.7,4.552682944
1513,5SZD,1.49,4.551927041
1514,5VJ2,2.22,4.55166905
1515,9DIQ,2.69,4.55133076
1516,5KM4,1.4,4.550708307
1517,7RK0,2.28,4.550568138
1518,3PGU,1.7,4.549831985
1519,6PBW,2.06,4.549785635
1520,5C77,2.5,4.549301568
1521,7OEC,1.48,4.547466563
1522,5ZGZ,0.95,4.546578071
1523,1URD,1.53,4.54492152
1524,5R26,1.06,4.543506121
1525,2HLY,1.6,4.543066494
1526,5GOV,2.33,4.542909117
1527,4JO6,1.75,4.542754306
1528,3EZI,1.7,4.542600657
1529,2WBV,1.9,4.542554787
1530,8IZE,1.4,4.542329638
1531,2NRC,2.05,4.539595577
1532,3CL0,2.2,4.537222387
1533,7OLR,2.1,4.536907208
1534,1X46,1.5,4.53296691
1535,4LJC,1.86,4.532609723
1536,5OME,0.75,4.531907844
1537,5W2Y,2.39,4.530935169
1538,3PXJ,2.3,4.530695302
1539,9NRB,2.65,4.528888377
1540,7N6O,1.5,4.52832012
1541,2ZHL,1.75,4.527638019
1542,6BZV,2.65,4.527568439
1543,3P1I,2.1,4.527210166
1544,8JZK,2.55,4.526614728
1545,8T75,2.65,4.525901323
1546,5HRZ,2.15,4.525816369
1547,6L5L,3.1,4.525310943
1548,7RMA,2,4.524756842
1549,7LZS,1.49,4.524474398
1550,3G9D,2.5,4.524338431
1551,4R9P,1.59,4.523852714
1552,4XCJ,1.75,4.522524805
1553,4AVD,1.5,4.522387865
1554,7O00,2.24,4.521588916
1555,4UC3,2.5,4.520738675
1556,1WV8,2.2,4.518849864
1557,6FKW,1.4,4.517884511
1558,3JRE,3.17,4.517764326
1559,6RYP,2.3,4.51593693
1560,3OLE,1.55,4.515244462
1561,7V8H,2.46,4.51511388
1562,4DWW,1.74,4.514080938
1563,7KIU,2.22,4.513494699
1564,4TZC,1.88,4.513164495
1565,8E3W,1.47,4.511261635
1566,1N12,1.87,4.510569593
1567,6XB6,1.45,4.510346964
1568,2IMI,1.4,4.510175996
1569,6J5Z,1.3,4.509379636
1570,3SB1,1.67,4.50822937
1571,7TH7,1.3,4.507305208
1572,7O4G,2.66,4.506986829
1573,4U9L,2.3,4.506082465
1574,3LKY,1.11,4.505370826
1575,4DPA,1.05,4.505204727
1576,3OJ5,2.85,4.50498077
1577,7LT8,1.76,4.504520625
1578,7QU2,2.5,4.503368483
1579,4ZDM,1.5,4.502374785
1580,3GPI,1.44,4.502047702
1581,4BGC,1.2,4.49991088
1582,7BYS,1.4,4.49905846
1583,8Q5J,1.48,4.498730029
1584,5ROI,1.05,4.498284039
1585,3OMY,1.3,4.497730359
1586,3RBG,2.3,4.496475278
1587,5G54,2,4.494390597
1588,4C5C,1.4,4.494050895
1589,4OUS,1.05,4.493958416
1590,2GL3,1.92,4.493178867
1591,4XPK,1.95,4.492088837
1592,4FM6,1.4,4.490432136
1593,2NRN,1.4,4.489581962
1594,5ROF,1.08,4.487790365
1595,3ZKD,2.95,4.487567393
1596,4KRS,2.29,4.487427625
1597,4Z39,1.3,4.485497135
1598,4GYU,1.8,4.485019526
1599,4NKC,1.12,4.484598018
1600,4MYY,1.68,4.484550385
1601,8Q11,1.3,4.484459632
1602,6MVF,2.55,4.484290239
1603,5ZKQ,2.9,4.483360533
1604,2AKZ,1.36,4.482024462
1605,4HUZ,2.6,4.481775314
1606,6WOC,1.35,4.481737463
1607,5WQV,1.97,4.481585859
